68240
39890
76640
83990
34640
26240
36740
12590
15740
78740
24140
52490
68240
23090
94490
46190
89240
59840
55640
94490
36740
115490
39890
29390
52490
68240
22040
36740
46190
94490
25190
52490
110240
32540
80830
38840
27290
111280
38840
50390
31490
68240
24140
94490
157440
31490
9440
52490
